loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status
11100,36 months,15.21,385.93,D,< 1 year,RENT,33300,Source Verified,debt_consolidation,17.04,1,680,28.4,Fully Paid
6000,36 months,16.26,211.71,E,10+ years,MORTGAGE,78500,Verified,debt_consolidation,7.77,0,664,64.6,Fully Paid
9900,36 months,14.35,340.04,C,5 years,OWN,88600,Verified,debt_consolidation,15.49,0,696,22.3,Fully Paid
8100,36 months,19.34,298.31,E,2 years,MORTGAGE,190200,Verified,small_business,27.94,0,666,73.1,Fully Paid
33000,36 months,15.33,1149.3,C,10+ years,RENT,61300,Source Verified,debt_consolidation,14.04,0,695,58.5,Fully Paid
37500,36 months,12.78,1259.55,C,1 year,MORTGAGE,15100,Not Verified,debt_consolidation,14.67,0,712,47.7,Fully Paid
8100,36 months,12.06,269.27,B,10+ years,RENT,36400,Verified,debt_consolidation,15.91,0,729,94.1,Charged Off
12500,36 months,8.78,396.22,B,7 years,MORTGAGE,59500,Source Verified,home_improvement,19.98,1,715,28.0,Fully Paid
10700,36 months,10.04,345.46,B,10+ years,RENT,50600,Source Verified,credit_card,22.87,1,709,49.0,Fully Paid
7500,36 months,12.71,251.66,C,10+ years,MORTGAGE,187200,Source Verified,home_improvement,12.9,0,699,42.6,Fully Paid
15800,60 months,21.47,431.63,E,5 years,MORTGAGE,31600,Verified,debt_consolidation,11.66,0,683,25.7,Charged Off
7200,36 months,10.5,234.02,B,8 years,MORTGAGE,39900,Not Verified,small_business,6.45,0,728,26.5,Fully Paid
15200,60 months,12.98,345.69,C,5 years,MORTGAGE,36800,Not Verified,debt_consolidation,20.3,0,681,62.8,Charged Off
20200,36 months,14.17,692.06,C,1 year,MORTGAGE,32400,Verified,debt_consolidation,9.77,0,685,38.1,Fully Paid
4700,36 months,21.11,177.34,F,4 years,RENT,40200,Source Verified,debt_consolidation,31.21,0,656,88.0,Charged Off
12700,36 months,9.68,407.89,B,5 years,RENT,115900,Not Verified,debt_consolidation,6.58,0,722,18.3,Fully Paid
6600,36 months,13.37,223.56,C,1 year,RENT,28000,Source Verified,debt_consolidation,17.73,0,698,51.6,Fully Paid
14300,36 months,12.97,481.62,C,7 years,MORTGAGE,55500,Not Verified,debt_consolidation,14.45,1,698,47.1,Fully Paid
12700,60 months,7.41,253.94,A,2 years,OWN,71400,Source Verified,other,10.55,0,742,55.8,Fully Paid
18800,36 months,16.17,662.53,D,10+ years,MORTGAGE,23700,Not Verified,debt_consolidation,22.32,0,685,52.7,Charged Off
10500,36 months,17.25,375.66,E,5 years,OWN,54500,Not Verified,debt_consolidation,8.84,0,653,52.0,Fully Paid
8800,36 months,13.8,299.91,D,3 years,RENT,28100,Verified,credit_card,8.49,0,688,78.4,Fully Paid
7400,36 months,15.4,257.98,C,7 years,RENT,110700,Verified,credit_card,12.04,1,677,3.5,Fully Paid
7900,36 months,14.21,270.81,C,5 years,RENT,100900,Not Verified,home_improvement,15.2,0,691,54.2,Fully Paid
14300,36 months,13.31,483.96,C,< 1 year,MORTGAGE,83700,Verified,debt_consolidation,34.71,1,689,68.7,Charged Off
11000,36 months,11.65,363.52,C,10+ years,MORTGAGE,78900,Source Verified,debt_consolidation,22.1,0,704,68.4,Fully Paid
3900,36 months,14.16,133.6,C,6 years,RENT,90300,Source Verified,debt_consolidation,9.71,0,710,53.0,Fully Paid
9900,36 months,6.62,303.97,A,9 years,MORTGAGE,204600,Not Verified,debt_consolidation,12.93,0,763,39.2,Fully Paid
8400,36 months,12.61,281.45,C,2 years,RENT,74700,Source Verified,debt_consolidation,23.76,0,691,75.4,Fully Paid
18600,36 months,5.84,564.5,A,< 1 year,RENT,102600,Not Verified,credit_card,28.5,1,764,,Fully Paid
6200,60 months,11.59,136.63,B,2 years,RENT,96100,Verified,credit_card,9.89,1,708,72.7,Fully Paid
9600,36 months,10.87,313.7,B,1 year,OWN,120900,Verified,debt_consolidation,16.07,1,721,37.4,Fully Paid
11700,60 months,6.87,230.96,A,10+ years,MORTGAGE,111900,Source Verified,debt_consolidation,13.12,0,738,19.6,Fully Paid
17500,60 months,10.69,377.79,B,6 years,MORTGAGE,25300,Source Verified,debt_consolidation,10.05,0,720,39.2,Fully Paid
6900,36 months,12.85,231.99,C,5 years,OWN,47200,Source Verified,major_purchase,15.03,0,698,38.2,Fully Paid
9400,60 months,13.85,217.99,C,10+ years,MORTGAGE,41600,Source Verified,major_purchase,8.26,1,680,34.7,Fully Paid
22600,36 months,13.59,767.92,C,1 year,RENT,78900,Source Verified,debt_consolidation,16.14,0,696,79.2,Fully Paid
7500,36 months,11.65,247.86,B,,RENT,70700,Not Verified,credit_card,21.41,0,709,60.9,Charged Off
13500,60 months,6.32,263.01,A,,MORTGAGE,106400,Verified,car,14.56,0,735,59.1,Fully Paid
14200,36 months,13.75,483.6,C,2 years,MORTGAGE,86200,Verified,home_improvement,11.64,0,700,65.1,Fully Paid
28600,36 months,14.31,981.79,D,5 years,RENT,68600,Not Verified,debt_consolidation,25.67,3,665,19.7,Charged Off
11900,36 months,11.99,395.19,B,10+ years,MORTGAGE,94000,Verified,home_improvement,11.3,2,704,23.1,Fully Paid
14100,36 months,12.46,471.43,B,,MORTGAGE,29800,Source Verified,debt_consolidation,25.46,1,726,72.9,Fully Paid
10200,60 months,9.88,216.12,B,2 years,RENT,48100,Not Verified,major_purchase,27.2,0,708,61.3,Fully Paid
23300,36 months,15.92,818.24,D,10+ years,RENT,31700,Source Verified,home_improvement,34.88,0,673,53.6,Charged Off
8900,36 months,15.88,312.37,D,1 year,RENT,101200,Not Verified,debt_consolidation,7.01,0,691,54.3,Charged Off
13100,36 months,7.66,408.45,A,< 1 year,MORTGAGE,96300,Verified,credit_card,24.46,1,741,28.8,Fully Paid
6500,36 months,6.52,199.28,A,10+ years,OTHER,125700,Verified,debt_consolidation,10.9,1,761,55.1,Fully Paid
13300,60 months,16.82,329.25,D,5 years,OTHER,33000,Not Verified,major_purchase,19.34,0,698,74.6,Fully Paid
8900,36 months,18.42,323.63,E,5 years,MORTGAGE,69600,Verified,car,11.37,0,672,59.4,Fully Paid
18100,36 months,16.9,644.41,D,10+ years,OWN,68700,Not Verified,debt_consolidation,5.44,0,688,12.3,Fully Paid
16900,60 months,17.47,424.29,E,10+ years,MORTGAGE,31300,Not Verified,debt_consolidation,15.46,0,661,88.1,Charged Off
22700,60 months,6.05,439.38,A,10+ years,MORTGAGE,161000,Not Verified,home_improvement,14.95,0,739,66.3,Fully Paid
18500,36 months,14.2,634.08,C,3 years,MORTGAGE,71300,Verified,other,34.35,0,701,15.9,Fully Paid
11100,36 months,12.46,371.12,C,10+ years,MORTGAGE,41200,Source Verified,credit_card,9.81,0,693,88.9,Charged Off
8100,36 months,19.98,300.94,E,3 years,MORTGAGE,65500,Verified,credit_card,38.78,0,649,70.2,Charged Off
29700,36 months,12.06,987.32,C,8 years,MORTGAGE,52200,Verified,debt_consolidation,10.04,0,686,33.5,Fully Paid
11400,36 months,9.97,367.69,B,10+ years,MORTGAGE,99500,Verified,debt_consolidation,33.82,0,721,67.4,Fully Paid
26300,60 months,10.82,569.47,C,< 1 year,RENT,24000,Source Verified,debt_consolidation,28.38,0,688,62.3,Charged Off
9700,60 months,14.96,230.56,D,10+ years,RENT,84500,Verified,credit_card,10.99,1,694,90.2,Fully Paid
16900,36 months,10.52,549.45,B,10+ years,OWN,24600,Not Verified,credit_card,29.26,0,707,56.3,Charged Off
11400,60 months,6.43,222.68,A,5 years,MORTGAGE,108900,Source Verified,debt_consolidation,13.25,0,762,29.6,Fully Paid
18600,60 months,13.29,425.97,C,5 years,RENT,63100,Not Verified,debt_consolidation,12.26,0,689,38.7,Fully Paid
8200,36 months,16.92,292.03,D,7 years,RENT,54800,Not Verified,credit_card,13.0,0,695,52.1,Fully Paid
36500,36 months,9.94,1176.72,B,5 years,RENT,75900,Verified,debt_consolidation,14.84,1,712,58.7,Fully Paid
8300,36 months,13.56,281.9,C,5 years,MORTGAGE,72800,Source Verified,debt_consolidation,18.49,0,708,58.4,Fully Paid
21600,36 months,13.21,729.98,C,< 1 year,RENT,50500,Not Verified,debt_consolidation,23.43,1,682,92.9,Fully Paid
18400,60 months,8.6,378.39,B,< 1 year,RENT,27600,Verified,debt_consolidation,30.32,0,709,19.1,Fully Paid
13600,36 months,8.66,430.33,B,3 years,MORTGAGE,95000,Verified,debt_consolidation,8.52,1,705,30.9,Fully Paid
10200,36 months,12.74,342.4,C,10+ years,MORTGAGE,110200,Not Verified,home_improvement,30.81,1,674,44.9,Fully Paid
11300,60 months,17.27,282.48,C,,MORTGAGE,38000,Not Verified,debt_consolidation,14.21,0,719,68.3,Fully Paid
19400,60 months,13.7,448.39,C,10+ years,MORTGAGE,44600,Not Verified,home_improvement,4.94,0,693,42.7,Fully Paid
11600,36 months,10.73,378.29,B,8 years,MORTGAGE,47800,Verified,credit_card,9.56,2,738,,Fully Paid
16300,36 months,7.28,505.39,A,4 years,MORTGAGE,80100,Not Verified,medical,21.8,0,745,71.7,Fully Paid
11700,60 months,13.09,266.75,C,< 1 year,MORTGAGE,19900,Verified,debt_consolidation,21.27,0,677,55.1,Fully Paid
10700,36 months,7.11,330.92,A,10+ years,MORTGAGE,82700,Source Verified,credit_card,30.55,0,770,42.9,Fully Paid
11200,60 months,14.5,263.52,C,5 years,RENT,37100,Source Verified,debt_consolidation,36.26,0,712,37.4,Charged Off
12200,36 months,6.52,374.03,A,3 years,RENT,60400,Verified,small_business,34.84,1,737,61.8,Charged Off
13700,36 months,12.79,460.22,C,6 years,OWN,116700,Not Verified,debt_consolidation,13.38,0,711,50.6,Fully Paid
11100,36 months,15.72,388.71,D,4 years,MORTGAGE,89300,Source Verified,debt_consolidation,24.24,0,683,69.2,Charged Off
9200,36 months,11.18,301.98,B,10+ years,RENT,68100,Source Verified,debt_consolidation,11.14,0,718,33.2,Fully Paid
26100,36 months,10.46,847.82,B,3 years,MORTGAGE,79000,Verified,credit_card,47.51,1,717,80.4,Fully Paid
10200,36 months,17.45,365.95,D,4 years,RENT,90500,Not Verified,other,24.26,1,683,48.8,Fully Paid
12800,36 months,14.19,438.66,D,10+ years,MORTGAGE,52800,Source Verified,home_improvement,23.09,0,680,32.9,Fully Paid
4700,60 months,5.9,90.65,A,1 year,RENT,41300,Not Verified,debt_consolidation,11.57,1,742,52.0,Fully Paid
5300,36 months,14.54,182.53,C,5 years,RENT,69500,Verified,major_purchase,10.65,0,714,57.8,Fully Paid
9100,36 months,12.28,303.47,C,4 years,MORTGAGE,83500,Source Verified,debt_consolidation,17.81,0,709,95.3,Fully Paid
16800,36 months,10.09,542.8,B,6 years,MORTGAGE,88300,Not Verified,other,23.1,0,735,36.6,Fully Paid
21400,36 months,11.16,702.23,B,7 years,MORTGAGE,33000,Source Verified,other,28.43,0,717,17.4,Fully Paid
6000,36 months,11.9,199.0,B,10+ years,MORTGAGE,109400,Not Verified,debt_consolidation,16.36,0,726,21.0,Fully Paid
23400,60 months,14.51,550.68,C,10+ years,RENT,62600,Not Verified,credit_card,29.57,0,699,61.0,Fully Paid
15800,36 months,15.86,554.39,D,5 years,RENT,84300,Source Verified,credit_card,14.78,1,676,21.9,Charged Off
16900,36 months,15.2,587.5,D,10+ years,MORTGAGE,65000,Verified,debt_consolidation,12.62,1,653,61.3,Charged Off
20100,36 months,19.32,740.04,E,10+ years,MORTGAGE,54500,Not Verified,debt_consolidation,12.9,0,669,85.8,Charged Off
7800,36 months,13.64,265.22,C,4 years,RENT,68900,Not Verified,debt_consolidation,12.66,0,693,73.8,Charged Off
12400,36 months,10.17,401.1,B,10+ years,RENT,89000,Not Verified,debt_consolidation,13.73,1,701,47.3,Fully Paid
24200,36 months,15.14,840.56,D,9 years,RENT,167500,Verified,medical,44.69,1,679,27.1,Fully Paid
7300,36 months,7.57,227.31,A,3 years,MORTGAGE,75500,Source Verified,medical,18.83,0,734,53.8,Fully Paid
8600,36 months,13.83,293.22,C,2 years,MORTGAGE,66800,Not Verified,debt_consolidation,19.37,1,690,55.8,Fully Paid
11400,60 months,10.62,245.71,B,3 years,MORTGAGE,58800,Verified,debt_consolidation,23.87,0,726,43.4,Fully Paid
7300,36 months,7.55,227.24,A,5 years,OWN,47600,Verified,debt_consolidation,10.84,0,768,49.0,Fully Paid
24600,36 months,13.73,837.55,C,5 years,MORTGAGE,77100,Verified,debt_consolidation,26.39,0,713,31.3,Fully Paid
12700,60 months,8.95,263.32,B,5 years,MORTGAGE,35400,Not Verified,credit_card,20.82,0,715,35.4,Fully Paid
12200,36 months,11.94,404.87,B,10+ years,RENT,49400,Not Verified,credit_card,11.47,0,692,18.9,Fully Paid
5600,36 months,11.41,184.43,C,10+ years,RENT,38000,Not Verified,debt_consolidation,9.13,0,687,53.7,Fully Paid
4500,36 months,16.19,158.63,D,10+ years,RENT,51300,Source Verified,debt_consolidation,10.69,0,688,79.4,Charged Off
13600,36 months,12.25,453.34,B,5 years,MORTGAGE,68200,Not Verified,debt_consolidation,9.18,0,723,12.4,Fully Paid
8400,60 months,20.16,223.3,E,10+ years,RENT,68800,Verified,debt_consolidation,20.33,0,667,65.3,Fully Paid
30000,36 months,10.81,979.46,B,4 years,MORTGAGE,21000,Not Verified,major_purchase,25.57,0,700,63.3,Fully Paid
7000,36 months,15.68,244.99,D,5 years,MORTGAGE,81400,Not Verified,credit_card,13.35,0,688,58.2,Fully Paid
9400,36 months,16.42,332.43,C,10+ years,OWN,145100,Not Verified,debt_consolidation,18.3,0,724,47.0,Charged Off
26700,36 months,6.08,813.23,A,10+ years,MORTGAGE,42100,Verified,home_improvement,18.8,0,757,39.3,Fully Paid
32200,36 months,9.2,1026.95,B,1 year,RENT,47400,Not Verified,home_improvement,21.6,0,717,23.7,Fully Paid
13900,36 months,14.39,477.71,C,1 year,RENT,80500,Verified,credit_card,24.03,0,684,10.3,Charged Off
9100,36 months,10.99,297.88,B,2 years,MORTGAGE,116700,Verified,debt_consolidation,14.38,0,728,84.2,Fully Paid
13700,60 months,17.27,342.47,D,10+ years,MORTGAGE,31300,Verified,car,19.03,0,702,54.5,Fully Paid
11600,60 months,7.04,229.91,A,10+ years,RENT,63800,Verified,debt_consolidation,20.74,0,776,20.8,Fully Paid
7500,60 months,10.32,160.54,B,1 year,RENT,100500,Not Verified,small_business,5.75,1,709,90.3,Fully Paid
8500,36 months,6.45,260.32,A,1 year,RENT,87000,Verified,small_business,11.06,0,752,19.7,Fully Paid
18700,36 months,13.6,635.49,C,,MORTGAGE,81000,Verified,credit_card,18.57,0,690,36.8,Fully Paid
11400,36 months,13.03,384.28,C,3 years,RENT,30900,Verified,debt_consolidation,17.64,0,685,87.2,Fully Paid
13800,36 months,17.09,492.63,D,9 years,RENT,32300,Not Verified,credit_card,17.99,0,689,39.1,Fully Paid
11300,36 months,14.07,386.59,C,3 years,MORTGAGE,27400,Source Verified,credit_card,16.62,1,718,46.5,Charged Off
4400,36 months,9.0,139.92,A,,MORTGAGE,76600,Verified,debt_consolidation,23.74,0,739,68.2,Charged Off
8200,36 months,14.01,280.3,C,10+ years,OWN,137300,Not Verified,debt_consolidation,18.71,0,700,17.2,Fully Paid
17600,36 months,6.58,540.06,A,4 years,RENT,103700,Verified,debt_consolidation,3.35,3,743,63.0,Fully Paid
20000,60 months,18.52,513.54,D,10+ years,RENT,67100,Source Verified,debt_consolidation,20.29,1,702,45.5,Fully Paid
12500,60 months,14.96,297.11,C,10+ years,MORTGAGE,40100,Verified,debt_consolidation,6.85,0,709,16.4,Fully Paid
19700,60 months,22.45,549.14,E,10+ years,MORTGAGE,34900,Source Verified,medical,26.75,0,662,,Fully Paid
33600,36 months,16.11,1183.1,D,3 years,MORTGAGE,61800,Verified,debt_consolidation,20.99,0,704,14.3,Charged Off
28400,36 months,11.2,932.47,B,10+ years,MORTGAGE,46900,Verified,credit_card,17.83,0,721,75.3,Charged Off
5600,36 months,7.67,174.63,A,6 years,MORTGAGE,72200,Source Verified,debt_consolidation,5.73,1,747,44.5,Fully Paid
3100,36 months,10.31,100.48,B,10+ years,MORTGAGE,43600,Not Verified,medical,10.23,0,711,79.9,Fully Paid
4500,36 months,10.71,146.71,B,6 years,RENT,27000,Verified,car,13.25,1,688,65.7,Fully Paid
12400,36 months,27.72,511.03,F,10+ years,RENT,68500,Not Verified,home_improvement,23.46,0,664,45.4,Charged Off
13200,36 months,10.68,430.15,B,7 years,MORTGAGE,33100,Not Verified,debt_consolidation,15.29,1,710,18.5,Fully Paid
8200,60 months,15.21,195.98,D,3 years,MORTGAGE,46600,Source Verified,credit_card,22.78,0,688,47.1,Fully Paid
11500,36 months,11.13,377.2,B,4 years,MORTGAGE,64900,Source Verified,debt_consolidation,10.08,1,715,33.9,Fully Paid
11000,36 months,7.16,340.45,A,2 years,RENT,68400,Not Verified,debt_consolidation,38.87,0,738,28.1,Fully Paid
13900,36 months,9.2,443.31,B,10+ years,MORTGAGE,19400,Verified,home_improvement,14.8,0,718,29.1,Fully Paid
19900,36 months,12.5,665.73,C,3 years,MORTGAGE,105200,Verified,debt_consolidation,16.08,1,709,75.0,Fully Paid
9100,36 months,9.77,292.65,B,5 years,RENT,49800,Not Verified,debt_consolidation,15.74,0,718,32.3,Fully Paid
8300,36 months,6.52,254.46,A,10+ years,RENT,15300,Not Verified,debt_consolidation,17.46,0,735,23.8,Fully Paid
13800,60 months,10.01,293.28,B,< 1 year,MORTGAGE,93400,Source Verified,credit_card,36.43,0,720,68.7,Fully Paid
5000,36 months,8.02,156.73,B,10+ years,MORTGAGE,121600,Verified,debt_consolidation,10.17,1,711,65.9,Fully Paid
12400,36 months,6.93,382.48,A,6 years,RENT,110100,Not Verified,debt_consolidation,20.77,0,734,24.4,Fully Paid
11700,60 months,9.27,244.41,B,6 years,MORTGAGE,69000,Verified,debt_consolidation,15.84,0,727,36.1,Fully Paid
12900,36 months,11.77,427.05,B,10+ years,MORTGAGE,61600,Verified,credit_card,20.31,0,721,77.1,Fully Paid
12900,36 months,9.41,412.68,B,10+ years,RENT,122300,Verified,debt_consolidation,14.18,0,696,46.0,Fully Paid
19900,36 months,13.0,670.51,C,8 years,MORTGAGE,22300,Not Verified,small_business,12.39,2,684,36.3,Fully Paid
9600,36 months,22.14,367.32,E,8 years,MORTGAGE,42600,Not Verified,home_improvement,6.42,0,669,38.8,Fully Paid
14300,60 months,24.19,412.96,F,7 years,MORTGAGE,57200,Source Verified,credit_card,10.34,0,661,59.3,Fully Paid
9500,36 months,15.99,333.94,D,10+ years,RENT,57500,Not Verified,credit_card,19.63,0,704,81.8,Fully Paid
8900,60 months,7.37,177.79,A,3 years,MORTGAGE,14500,Not Verified,debt_consolidation,22.63,0,730,54.7,Charged Off
16900,36 months,9.16,538.67,B,2 years,MORTGAGE,289500,Not Verified,debt_consolidation,10.12,1,727,32.1,Fully Paid
8400,60 months,6.2,163.18,A,2 years,RENT,15500,Source Verified,debt_consolidation,5.63,1,750,86.8,Fully Paid
3200,36 months,17.7,115.21,D,5 years,MORTGAGE,168200,Not Verified,debt_consolidation,14.27,0,680,72.2,Fully Paid
3400,36 months,10.75,110.91,B,2 years,RENT,52100,Not Verified,credit_card,12.08,0,717,23.8,Fully Paid
3600,60 months,10.83,77.97,B,10+ years,MORTGAGE,56900,Not Verified,other,29.05,0,703,8.9,Fully Paid
16200,36 months,20.19,603.62,E,7 years,MORTGAGE,46300,Not Verified,debt_consolidation,5.22,1,687,30.4,Charged Off
7100,36 months,6.79,218.55,A,5 years,RENT,43600,Verified,credit_card,24.61,0,710,76.8,Fully Paid
12700,36 months,10.75,414.28,B,1 year,MORTGAGE,129500,Verified,debt_consolidation,9.95,0,714,73.3,Charged Off
12400,36 months,13.88,423.08,C,,MORTGAGE,159200,Not Verified,credit_card,14.26,0,687,69.9,Fully Paid
9500,36 months,14.24,325.8,C,2 years,MORTGAGE,51600,Source Verified,debt_consolidation,15.44,1,712,84.2,Fully Paid
4900,36 months,13.34,165.9,C,10+ years,RENT,71900,Verified,major_purchase,9.21,0,711,17.7,Fully Paid
8100,60 months,15.13,193.25,D,5 years,MORTGAGE,74700,Verified,home_improvement,12.75,0,691,71.9,Charged Off
3000,36 months,14.27,102.93,C,10+ years,MORTGAGE,245200,Not Verified,debt_consolidation,14.25,1,711,72.8,Fully Paid
6300,36 months,10.3,204.17,B,10+ years,MORTGAGE,146400,Verified,credit_card,10.64,0,715,22.1,Fully Paid
5800,36 months,19.64,214.49,E,8 years,MORTGAGE,25900,Source Verified,debt_consolidation,17.02,0,668,76.8,Charged Off
21000,36 months,11.63,693.8,C,7 years,MORTGAGE,88500,Source Verified,debt_consolidation,24.22,1,675,37.6,Fully Paid
12500,36 months,11.28,410.89,B,10+ years,MORTGAGE,67000,Not Verified,debt_consolidation,30.61,0,716,96.2,Fully Paid
11500,36 months,5.0,344.67,A,10+ years,MORTGAGE,32800,Source Verified,debt_consolidation,12.84,0,748,28.2,Fully Paid
27000,36 months,10.38,876.04,B,1 year,MORTGAGE,68100,Verified,debt_consolidation,21.35,2,709,14.0,Fully Paid
11700,36 months,11.25,384.43,B,10+ years,MORTGAGE,81200,Not Verified,credit_card,32.15,0,711,47.6,Fully Paid
9400,36 months,9.57,301.42,B,10+ years,MORTGAGE,61300,Verified,debt_consolidation,18.14,0,721,,Fully Paid
9500,36 months,13.86,324.04,C,2 years,MORTGAGE,104300,Verified,debt_consolidation,18.83,0,693,91.1,Fully Paid
12000,60 months,15.06,285.86,D,10+ years,RENT,126000,Not Verified,debt_consolidation,24.03,0,666,53.9,Charged Off
13900,36 months,7.27,430.91,A,5 years,RENT,55100,Source Verified,debt_consolidation,8.12,0,761,67.8,Fully Paid
6000,36 months,25.27,239.42,F,8 years,MORTGAGE,38900,Verified,small_business,35.12,1,668,,Fully Paid
4900,60 months,10.7,105.81,C,< 1 year,RENT,51300,Verified,small_business,19.92,0,714,63.7,Fully Paid
9500,60 months,7.22,189.1,A,4 years,MORTGAGE,62400,Not Verified,credit_card,8.06,0,741,40.2,Fully Paid
23600,60 months,14.99,561.32,D,10+ years,RENT,25500,Source Verified,credit_card,26.3,0,683,43.8,Fully Paid
7100,60 months,6.08,137.53,A,6 years,RENT,21200,Not Verified,credit_card,27.46,0,739,35.9,Fully Paid
17400,36 months,17.03,620.62,D,10+ years,RENT,47400,Source Verified,debt_consolidation,10.51,0,662,68.8,Fully Paid
9800,36 months,6.47,300.23,A,10+ years,MORTGAGE,112700,Not Verified,debt_consolidation,19.03,0,762,15.9,Fully Paid
16400,36 months,5.0,491.52,A,10+ years,RENT,104900,Verified,debt_consolidation,19.34,0,757,66.8,Fully Paid
7200,36 months,19.35,265.2,E,3 years,MORTGAGE,80600,Verified,debt_consolidation,5.83,0,669,53.4,Fully Paid
13900,36 months,9.58,445.78,B,10+ years,MORTGAGE,59700,Source Verified,credit_card,17.55,2,718,86.8,Charged Off
13200,36 months,11.13,432.96,B,3 years,MORTGAGE,141100,Source Verified,credit_card,15.74,2,711,20.8,Fully Paid
